Date,Sales,Salesimp,Staunton Jams,Salesadj
10/17/2011,502.87,502.87,0,502.87
10/18/2011,454.44,454.44,0,454.44
10/19/2011,385.59,385.59,0,385.59
10/20/2011,376.28,376.28,0,376.28
10/21/2011,728.54,728.54,0,728.54
10/22/2011,1368.21,1368.21,0,1368.21
10/23/2011,680.69,680.69,0,680.69
10/24/2011,411.92,411.92,0,411.92
10/25/2011,357.06,357.06,0,357.06
10/26/2011,490.02,490.02,0,490.02
10/27/2011,653.98,653.98,0,653.98
10/28/2011,456.3,456.3,0,456.3
10/29/2011,567.46,567.46,0,567.46
10/30/2011,481.23,481.23,0,481.23
10/31/2011,286.11,286.11,0,286.11
11/1/2011,245.6,245.6,0,245.6
11/2/2011,306.51,306.51,0,306.51
11/3/2011,437.57,437.57,0,437.57
11/4/2011,650.33,650.33,0,650.33
11/5/2011,1063.96,1063.96,0,1063.96
11/6/2011,447.55,447.55,0,447.55
11/7/2011,232.14,232.14,0,232.14
11/8/2011,455.81,455.81,0,455.81
11/9/2011,283.33,283.33,0,283.33
11/10/2011,310.09,310.09,0,310.09
11/11/2011,721.18,721.18,0,721.18
11/12/2011,1142.58,1142.58,0,1142.58
11/13/2011,487.41,487.41,0,487.41
11/14/2011,354.98,354.98,0,354.98
11/15/2011,125.91,125.91,0,125.91
11/16/2011,329.1,329.1,0,329.1
11/17/2011,212.57,212.57,0,212.57
11/18/2011,521.07,521.07,0,521.07
11/19/2011,1074.53,1074.53,0,1074.53
11/20/2011,520.51,520.51,0,520.51
11/21/2011,351.14,351.14,0,351.14
11/22/2011,447.61,447.61,0,447.61
11/23/2011,587.38,587.38,0,587.38
11/24/2011,,333.54,0,333.54
11/25/2011,927.29,927.29,0,927.29
11/26/2011,892.81,892.81,0,892.81
11/27/2011,447.67,447.67,0,447.67
11/28/2011,741.77,741.77,0,741.77
11/29/2011,246.09,246.09,0,246.09
11/30/2011,364.23,364.23,0,364.23
12/1/2011,373.91,373.91,0,373.91
12/2/2011,552.97,552.97,0,552.97
12/3/2011,614.16,614.16,0,614.16
12/4/2011,300.43,300.43,0,300.43
12/5/2011,262.92,262.92,0,262.92
12/6/2011,331.68,331.68,0,331.68
12/7/2011,149.66,149.66,0,149.66
12/8/2011,278.48,278.48,0,278.48
12/9/2011,647.02,647.02,0,647.02
12/10/2011,699.27,699.27,0,699.27
12/11/2011,325.68,325.68,0,325.68
12/12/2011,233.8,233.8,0,233.8
12/13/2011,214.46,214.46,0,214.46
12/14/2011,355.64,355.64,0,355.64
12/15/2011,365.35,365.35,0,365.35
12/16/2011,449.77,449.77,0,449.77
12/17/2011,786.7,786.7,0,786.7
12/18/2011,373.33,373.33,0,373.33
12/19/2011,417.23,417.23,0,417.23
12/20/2011,524.79,524.79,0,524.79
12/21/2011,408.19,408.19,0,408.19
12/22/2011,668.33,668.33,0,668.33
12/23/2011,674.18,674.18,0,674.18
12/24/2011,274.34,274.34,0,274.34
12/25/2011,,333.15,0,333.15
12/26/2011,271.48,271.48,0,271.48
12/27/2011,467.14,467.14,0,467.14
12/28/2011,467.16,467.16,0,467.16
12/29/2011,462.71,462.71,0,462.71
12/30/2011,725.18,725.18,0,725.18
12/31/2011,,593.62,0,593.62
1/1/2012,,333.15,0,333.15
1/2/2012,,296.36,0,296.36
1/3/2012,,384.52,0,384.52
1/4/2012,,345.16,0,345.16
1/5/2012,,443.72,0,443.72
1/6/2012,,624.04,0,624.04
1/7/2012,,588.48,0,588.48
1/8/2012,,341.33,0,341.33
1/9/2012,,304.72,0,304.72
1/10/2012,,397.73,0,397.73
1/11/2012,,394.04,0,394.04
1/12/2012,,421.76,0,421.76
1/13/2012,,577.85,0,577.85
1/14/2012,,511.95,0,511.95
1/15/2012,,318.54,0,318.54
1/16/2012,,229.85,0,229.85
1/17/2012,,363.53,0,363.53
1/18/2012,,385.74,0,385.74
1/19/2012,236.22,236.22,0,236.22
1/20/2012,422.9,422.9,0,422.9
1/21/2012,506.98,506.98,0,506.98
1/22/2012,153.87,153.87,0,153.87
1/23/2012,169.19,169.19,0,169.19
1/24/2012,288.89,288.89,0,288.89
1/25/2012,322.02,322.02,0,322.02
1/26/2012,297.84,297.84,0,297.84
1/27/2012,442.93,442.93,0,442.93
1/28/2012,596.35,596.35,0,596.35
1/29/2012,431.23,431.23,0,431.23
1/30/2012,107.51,107.51,0,107.51
1/31/2012,279.37,279.37,0,279.37
2/1/2012,400.32,400.32,0,400.32
2/2/2012,406.04,406.04,0,406.04
2/3/2012,789.39,789.39,0,789.39
2/4/2012,628.19,628.19,0,628.19
2/5/2012,179.54,179.54,0,179.54
2/6/2012,127.71,127.71,0,127.71
2/7/2012,174.97,174.97,0,174.97
2/8/2012,598.79,598.79,0,598.79
2/9/2012,361.71,361.71,0,361.71
2/10/2012,619.66,619.66,0,619.66
2/11/2012,609.71,609.71,0,609.71
2/12/2012,400.61,400.61,0,400.61
2/13/2012,217.44,217.44,0,217.44
2/14/2012,402.5,402.5,0,402.5
2/15/2012,339.05,339.05,0,339.05
2/16/2012,238.58,238.58,0,238.58
2/17/2012,671.43,671.43,0,671.43
2/18/2012,1369.58,1369.58,0,1369.58
2/19/2012,379.6,379.6,0,379.6
2/20/2012,359.39,359.39,0,359.39
2/21/2012,283.21,283.21,0,283.21
2/22/2012,389.99,389.99,0,389.99
2/23/2012,329.81,329.81,0,329.81
2/24/2012,513.54,513.54,0,513.54
2/25/2012,542.15,542.15,0,542.15
2/26/2012,510.7,510.7,0,510.7
2/27/2012,363.32,363.32,0,363.32
2/28/2012,365.17,365.17,0,365.17
2/29/2012,305.82,305.82,0,305.82
3/1/2012,572.05,572.05,0,572.05
3/2/2012,530.37,530.37,0,530.37
3/3/2012,836.76,836.76,0,836.76
3/4/2012,514.78,514.78,0,514.78
3/5/2012,148.76,148.76,0,148.76
3/6/2012,333.1,333.1,0,333.1
3/7/2012,435.77,435.77,0,435.77
3/8/2012,398.55,398.55,0,398.55
3/9/2012,646.49,646.49,0,646.49
3/10/2012,1124.94,1124.94,0,1124.94
3/11/2012,728.22,728.22,0,728.22
3/12/2012,508.61,508.61,0,508.61
3/13/2012,646.89,646.89,0,646.89
3/14/2012,752.66,752.66,0,752.66
3/15/2012,818.16,818.16,0,818.16
3/16/2012,846.93,846.93,0,846.93
3/17/2012,1639.39,1639.39,0,1639.39
3/18/2012,1045.02,1045.02,0,1045.02
3/19/2012,554,554,0,554
3/20/2012,420.09,420.09,0,420.09
3/21/2012,489.19,489.19,0,489.19
3/22/2012,802.15,802.15,0,802.15
3/23/2012,1365.7,1365.7,0,1365.7
3/24/2012,1090.03,1090.03,0,1090.03
3/25/2012,616.09,616.09,0,616.09
3/26/2012,504.87,504.87,0,504.87
3/27/2012,366.02,366.02,0,366.02
3/28/2012,563,563,0,563
3/29/2012,596.94,596.94,0,596.94
3/30/2012,966.78,966.78,0,966.78
3/31/2012,1516.82,1516.82,0,1516.82
4/1/2012,926.19,926.19,0,926.19
4/2/2012,599.72,599.72,0,599.72
4/3/2012,727.15,727.15,0,727.15
4/4/2012,916.51,916.51,0,916.51
4/5/2012,724.68,724.68,0,724.68
4/6/2012,947.7,947.7,0,947.7
4/7/2012,1336.2,1336.2,0,1336.2
4/8/2012,446.35,446.35,0,446.35
4/9/2012,574.4,574.4,0,574.4
4/10/2012,448.42,448.42,0,448.42
4/11/2012,370.56,370.56,0,370.56
4/12/2012,648.8,648.8,0,648.8
4/13/2012,1014.84,1014.84,0,1014.84
4/14/2012,1311.82,1311.82,0,1311.82
4/15/2012,795.97,795.97,0,795.97
4/16/2012,648.17,648.17,0,648.17
4/17/2012,703.01,703.01,0,703.01
4/18/2012,382.61,382.61,0,382.61
4/19/2012,511.2,511.2,0,511.2
4/20/2012,1076.63,1076.63,0,1076.63
4/21/2012,1018.01,1018.01,0,1018.01
4/22/2012,407.7,407.7,0,407.7
4/23/2012,308.19,308.19,0,308.19
4/24/2012,433.63,433.63,0,433.63
4/25/2012,774.92,774.92,0,774.92
4/26/2012,583.74,583.74,0,583.74
4/27/2012,1011.64,1011.64,0,1011.64
4/28/2012,1131.78,1131.78,0,1131.78
4/29/2012,829.94,829.94,0,829.94
4/30/2012,470.54,470.54,0,470.54
5/1/2012,732.55,732.55,0,732.55
5/2/2012,955.67,955.67,0,955.67
5/3/2012,610.4,610.4,0,610.4
5/4/2012,1296.42,1296.42,0,1296.42
5/5/2012,1007.3,1007.3,0,1007.3
5/6/2012,831.48,831.48,0,831.48
5/7/2012,356.39,356.39,0,356.39
5/8/2012,371.27,371.27,0,371.27
5/9/2012,415.52,415.52,0,415.52
5/10/2012,789.99,789.99,0,789.99
5/11/2012,1024.1,1024.1,0,1024.1
5/12/2012,1598.93,1598.93,0,1598.93
5/13/2012,1506.27,1506.27,0,1506.27
5/14/2012,385.27,385.27,0,385.27
5/15/2012,738.61,738.61,0,738.61
5/16/2012,1065.09,1065.09,0,1065.09
5/17/2012,949.3,949.3,0,949.3
5/18/2012,1699.1,1699.1,0,1699.1
5/19/2012,3048.8,3048.8,1,2048.8
5/20/2012,1212.32,1212.32,0,1212.32
5/21/2012,620.41,620.41,0,620.41
5/22/2012,563.01,563.01,0,563.01
5/23/2012,768.11,768.11,0,768.11
5/24/2012,540.04,540.04,0,540.04
5/25/2012,1371.27,1371.27,0,1371.27
5/26/2012,1608.31,1608.31,0,1608.31
5/27/2012,1180.6,1180.6,0,1180.6
5/28/2012,1199.79,1199.79,0,1199.79
5/29/2012,358.38,358.38,0,358.38
5/30/2012,1301.64,1301.64,0,1301.64
5/31/2012,1151.74,1151.74,0,1151.74
6/1/2012,877.48,877.48,0,877.48
6/2/2012,1430.48,1430.48,0,1430.48
6/3/2012,905.22,905.22,0,905.22
6/4/2012,860.89,860.89,0,860.89
6/5/2012,331.12,331.12,0,331.12
6/6/2012,486.75,486.75,0,486.75
6/7/2012,958.62,958.62,0,958.62
6/8/2012,1124.8,1124.8,0,1124.8
6/9/2012,1217.69,1217.69,0,1217.69
6/10/2012,856.83,856.83,0,856.83
6/11/2012,659.26,659.26,0,659.26
6/12/2012,555.97,555.97,0,555.97
6/13/2012,732.17,732.17,0,732.17
6/14/2012,974.98,974.98,0,974.98
6/15/2012,1026.58,1026.58,0,1026.58
6/16/2012,1632.81,1632.81,0,1632.81
6/17/2012,844.85,844.85,0,844.85
6/18/2012,676.16,676.16,0,676.16
6/19/2012,709.01,709.01,0,709.01
6/20/2012,868.56,868.56,0,868.56
6/21/2012,872.7,872.7,0,872.7
6/22/2012,1228.52,1228.52,0,1228.52
6/23/2012,1718.58,1718.58,0,1718.58
6/24/2012,994.38,994.38,0,994.38
6/25/2012,728.72,728.72,0,728.72
6/26/2012,721.27,721.27,0,721.27
6/27/2012,390.14,390.14,0,390.14
6/28/2012,999.67,999.67,0,999.67
6/29/2012,997.68,997.68,0,997.68
6/30/2012,,1551.82,0,1551.82
7/1/2012,1228.02,1228.02,0,1228.02
7/2/2012,1043.73,1043.73,0,1043.73
7/3/2012,802.07,802.07,0,802.07
7/4/2012,1278.69,1278.69,0,1278.69
7/5/2012,937.14,937.14,0,937.14
7/6/2012,1318.31,1318.31,0,1318.31
7/7/2012,1759.52,1759.52,0,1759.52
7/8/2012,893.39,893.39,0,893.39
7/9/2012,800.38,800.38,0,800.38
7/10/2012,981.44,981.44,0,981.44
7/11/2012,1068.33,1068.33,0,1068.33
7/12/2012,991.87,991.87,0,991.87
7/13/2012,1461.74,1461.74,0,1461.74
7/14/2012,1612.33,1612.33,0,1612.33
7/15/2012,831.39,831.39,0,831.39
7/16/2012,896.4,896.4,0,896.4
7/17/2012,857.36,857.36,0,857.36
7/18/2012,969.15,969.15,0,969.15
7/19/2012,763.96,763.96,0,763.96
7/20/2012,977.87,977.87,0,977.87
7/21/2012,1368.63,1368.63,0,1368.63
7/22/2012,987.12,987.12,0,987.12
7/23/2012,,868.78,0,868.78
7/24/2012,738.06,738.06,0,738.06
7/25/2012,953.63,953.63,0,953.63
7/26/2012,817.56,817.56,0,817.56
7/27/2012,1004.38,1004.38,0,1004.38
7/28/2012,1540.17,1540.17,0,1540.17
7/29/2012,1270.11,1270.11,0,1270.11
7/30/2012,874.69,874.69,0,874.69
7/31/2012,665.71,665.71,0,665.71
8/1/2012,584.38,584.38,0,584.38
8/2/2012,756.43,756.43,0,756.43
8/3/2012,1013.6,1013.6,0,1013.6
8/4/2012,1667.82,1667.82,0,1667.82
8/5/2012,1237.47,1237.47,0,1237.47
8/6/2012,769.28,769.28,0,769.28
8/7/2012,652.29,652.29,0,652.29
8/8/2012,855.89,855.89,0,855.89
8/9/2012,903.81,903.81,0,903.81
8/10/2012,958.73,958.73,0,958.73
8/11/2012,1594.63,1594.63,0,1594.63
8/12/2012,1114.53,1114.53,0,1114.53
8/13/2012,725.72,725.72,0,725.72
8/14/2012,422.99,422.99,0,422.99
8/15/2012,746.86,746.86,0,746.86
8/16/2012,906.26,906.26,0,906.26
8/17/2012,1002.58,1002.58,0,1002.58
8/18/2012,1350.2,1350.2,0,1350.2
8/19/2012,691.73,691.73,0,691.73
8/20/2012,660.51,660.51,0,660.51
8/21/2012,769.95,769.95,0,769.95
8/22/2012,856.35,856.35,0,856.35
8/23/2012,713.7,713.7,0,713.7
8/24/2012,1510.17,1510.17,0,1510.17
8/25/2012,1116.26,1116.26,0,1116.26
8/26/2012,956.5,956.5,0,956.5
8/27/2012,468.59,468.59,0,468.59
8/28/2012,806.51,806.51,0,806.51
8/29/2012,787.52,787.52,0,787.52
8/30/2012,669.24,669.24,0,669.24
8/31/2012,1399.45,1399.45,0,1399.45
9/1/2012,2037.89,2037.89,1,1037.89
9/2/2012,1268.33,1268.33,0,1268.33
9/3/2012,596.4,596.4,0,596.4
9/4/2012,401.64,401.64,0,401.64
9/5/2012,546.57,546.57,0,546.57
9/6/2012,644.34,644.34,0,644.34
9/7/2012,1236.14,1236.14,0,1236.14
9/8/2012,1073.18,1073.18,0,1073.18
9/9/2012,837.04,837.04,0,837.04
9/10/2012,250.84,250.84,0,250.84
9/11/2012,468.36,468.36,0,468.36
9/12/2012,494.65,494.65,0,494.65
9/13/2012,642.87,642.87,0,642.87
9/14/2012,1146.14,1146.14,0,1146.14
9/15/2012,1172.98,1172.98,0,1172.98
9/16/2012,679.13,679.13,0,679.13
9/17/2012,296.05,296.05,0,296.05
9/18/2012,285.78,285.78,0,285.78
9/19/2012,613,613,0,613
9/20/2012,511.92,511.92,0,511.92
9/21/2012,1101.33,1101.33,0,1101.33
9/22/2012,1485.13,1485.13,0,1485.13
9/23/2012,784.94,784.94,0,784.94
9/24/2012,384.15,384.15,0,384.15
9/25/2012,364.38,364.38,0,364.38
9/26/2012,603.46,603.46,0,603.46
9/27/2012,461.44,461.44,0,461.44
9/28/2012,765.2,765.2,0,765.2
9/29/2012,1468.38,1468.38,0,1468.38
9/30/2012,940.09,940.09,0,940.09
10/1/2012,273.53,273.53,0,273.53
10/2/2012,272.17,272.17,0,272.17
10/3/2012,841.86,841.86,0,841.86
10/4/2012,549.61,549.61,0,549.61
10/5/2012,1315.92,1315.92,0,1315.92
10/6/2012,1513.62,1513.62,0,1513.62
10/7/2012,528.78,528.78,0,528.78
10/8/2012,244.31,244.31,0,244.31
10/9/2012,283.34,283.34,0,283.34
10/10/2012,473.32,473.32,0,473.32
10/11/2012,585.38,585.38,0,585.38
10/12/2012,823.74,823.74,0,823.74
10/13/2012,1071.53,1071.53,0,1071.53
10/14/2012,698.17,698.17,0,698.17
10/15/2012,596.51,596.51,0,596.51
10/16/2012,410.98,410.98,0,410.98
10/17/2012,653.85,653.85,0,653.85
10/18/2012,544.54,544.54,0,544.54
10/19/2012,879.32,879.32,0,879.32
10/20/2012,1066.71,1066.71,0,1066.71
10/21/2012,860.59,860.59,0,860.59
10/22/2012,331.67,331.67,0,331.67
10/23/2012,519.52,519.52,0,519.52
10/24/2012,440.41,440.41,0,440.41
10/25/2012,717.5,717.5,0,717.5
10/26/2012,1022.25,1022.25,0,1022.25
10/27/2012,966.7,966.7,0,966.7
10/28/2012,392.16,392.16,0,392.16
10/29/2012,215.29,215.29,0,215.29
10/30/2012,305.33,305.33,0,305.33
10/31/2012,248.62,248.62,0,248.62
11/1/2012,427.69,427.69,0,427.69
11/2/2012,738.84,738.84,0,738.84
11/3/2012,829.27,829.27,0,829.27
11/4/2012,570.97,570.97,0,570.97
11/5/2012,314.81,314.81,0,314.81
11/6/2012,196.6,196.6,0,196.6
11/7/2012,142.78,142.78,0,142.78
11/8/2012,485.18,485.18,0,485.18
11/9/2012,737.75,737.75,0,737.75
11/10/2012,1340.45,1340.45,0,1340.45
11/11/2012,713.31,713.31,0,713.31
11/12/2012,273.38,273.38,0,273.38
11/13/2012,290.79,290.79,0,290.79
11/14/2012,309.53,309.53,0,309.53
11/15/2012,372.38,372.38,0,372.38
11/16/2012,466.26,466.26,0,466.26
11/17/2012,725.48,725.48,0,725.48
11/18/2012,536.06,536.06,0,536.06
11/19/2012,326.62,326.62,0,326.62
11/20/2012,383.53,383.53,0,383.53
11/21/2012,602.57,602.57,0,602.57
11/22/2012,,501.65,0,501.65
11/23/2012,939.76,939.76,0,939.76
11/24/2012,625.09,625.09,0,625.09
11/25/2012,479.21,479.21,0,479.21
11/26/2012,684.72,684.72,0,684.72
11/27/2012,235.19,235.19,0,235.19
11/28/2012,197.76,197.76,0,197.76
11/29/2012,505.48,505.48,0,505.48
11/30/2012,536.36,536.36,0,536.36
12/1/2012,827.49,827.49,0,827.49
12/2/2012,552.43,552.43,0,552.43
12/3/2012,321.3,321.3,0,321.3
12/4/2012,579.6,579.6,0,579.6
12/5/2012,309.5,309.5,0,309.5
12/6/2012,356.25,356.25,0,356.25
12/7/2012,590.93,590.93,0,590.93
12/8/2012,1149.95,1149.95,0,1149.95
12/9/2012,694.26,694.26,0,694.26
12/10/2012,259.88,259.88,0,259.88
12/11/2012,272.82,272.82,0,272.82
12/12/2012,454.48,454.48,0,454.48
12/13/2012,391.52,391.52,0,391.52
12/14/2012,473.19,473.19,0,473.19
12/15/2012,934.85,934.85,0,934.85
12/16/2012,436.37,436.37,0,436.37
12/17/2012,415.38,415.38,0,415.38
12/18/2012,277.9,277.9,0,277.9
12/19/2012,403.84,403.84,0,403.84
12/20/2012,480.07,480.07,0,480.07
12/21/2012,538.56,538.56,0,538.56
12/22/2012,642.24,642.24,0,642.24
12/23/2012,626.31,626.31,0,626.31
12/24/2012,220.69,220.69,0,220.69
12/25/2012,,376.77,0,376.77
12/26/2012,,389.27,0,389.27
12/27/2012,350.02,350.02,0,350.02
12/28/2012,512.42,512.42,0,512.42
12/29/2012,527.11,527.11,0,527.11
12/30/2012,434.23,434.23,0,434.23
12/31/2012,391.47,391.47,0,391.47
1/1/2013,,269.35,0,269.35
1/2/2013,,317.73,0,317.73
1/3/2013,,320.37,0,320.37
1/4/2013,,464.53,0,464.53
1/5/2013,,694.99,0,694.99
1/6/2013,,491.68,0,491.68
1/7/2013,,300.7,0,300.7
1/8/2013,,266.94,0,266.94
1/9/2013,,273.16,0,273.16
1/10/2013,,288.43,0,288.43
1/11/2013,,446.02,0,446.02
1/12/2013,,708.17,0,708.17
1/13/2013,,458.02,0,458.02
1/14/2013,,320.71,0,320.71
1/15/2013,202.98,202.98,0,202.98
1/16/2013,352.37,352.37,0,352.37
1/17/2013,212.51,212.51,0,212.51
1/18/2013,553.94,553.94,0,553.94
1/19/2013,908.06,908.06,0,908.06
1/20/2013,554.5,554.5,0,554.5
1/21/2013,293.1,293.1,0,293.1
1/22/2013,166.63,166.63,0,166.63
1/23/2013,111.65,111.65,0,111.65
1/24/2013,274.68,274.68,0,274.68
1/25/2013,253.2,253.2,0,253.2
1/26/2013,702.54,702.54,0,702.54
1/27/2013,351.66,351.66,0,351.66
1/28/2013,297.55,297.55,0,297.55
1/29/2013,318.98,318.98,0,318.98
1/30/2013,194.79,194.79,0,194.79
1/31/2013,284.57,284.57,0,284.57
2/1/2013,398.66,398.66,0,398.66
2/2/2013,531.21,531.21,0,531.21
2/3/2013,331.13,331.13,0,331.13
2/4/2013,190.33,190.33,0,190.33
2/5/2013,141.96,141.96,0,141.96
2/6/2013,429.06,429.06,0,429.06
2/7/2013,261.97,261.97,0,261.97
2/8/2013,581.51,581.51,0,581.51
2/9/2013,970.14,970.14,0,970.14
2/10/2013,396.28,396.28,0,396.28
2/11/2013,261.78,261.78,0,261.78
2/12/2013,253.84,253.84,0,253.84
2/13/2013,265.23,265.23,0,265.23
2/14/2013,608.1,608.1,0,608.1
2/15/2013,554.82,554.82,0,554.82
2/16/2013,755.25,755.25,0,755.25
2/17/2013,385.66,385.66,0,385.66
2/18/2013,459.43,459.43,0,459.43
2/19/2013,191.22,191.22,0,191.22
2/20/2013,244.25,244.25,0,244.25
2/21/2013,287.34,287.34,0,287.34
2/22/2013,430.35,430.35,0,430.35
2/23/2013,1219.06,1219.06,0,1219.06
2/24/2013,488.85,488.85,0,488.85
2/25/2013,237.4,237.4,0,237.4
2/26/2013,81.16,81.16,0,81.16
2/27/2013,257.24,257.24,0,257.24
2/28/2013,394.81,394.81,0,394.81
3/1/2013,554.71,554.71,0,554.71
3/2/2013,590.11,590.11,0,590.11
3/3/2013,414.4,414.4,0,414.4
3/4/2013,204.2,204.2,0,204.2
3/5/2013,208.4,208.4,0,208.4
3/6/2013,283.58,283.58,0,283.58
3/7/2013,319.84,319.84,0,319.84
3/8/2013,519.78,519.78,0,519.78
3/9/2013,836.95,836.95,0,836.95
3/10/2013,641.16,641.16,0,641.16
3/11/2013,318.38,318.38,0,318.38
3/12/2013,465.56,465.56,0,465.56
3/13/2013,402.31,402.31,0,402.31
3/14/2013,608.67,608.67,0,608.67
3/15/2013,908.74,908.74,0,908.74
3/16/2013,1156.96,1156.96,0,1156.96
3/17/2013,,474.48,0,474.48
3/18/2013,284.93,284.93,0,284.93
3/19/2013,304.31,304.31,0,304.31
3/20/2013,307.02,307.02,0,307.02
3/21/2013,338.11,338.11,0,338.11
3/22/2013,716.05,716.05,0,716.05
3/23/2013,1356.48,1356.48,0,1356.48
3/24/2013,499.87,499.87,0,499.87
3/25/2013,276.02,276.02,0,276.02
3/26/2013,441.7,441.7,0,441.7
3/27/2013,547.32,547.32,0,547.32
3/28/2013,674.42,674.42,0,674.42
3/29/2013,1032.53,1032.53,0,1032.53
3/30/2013,1294.46,1294.46,0,1294.46
3/31/2013,342.47,342.47,0,342.47
4/1/2013,559.94,559.94,0,559.94
4/2/2013,413.36,413.36,0,413.36
4/3/2013,737.62,737.62,0,737.62
4/4/2013,478.39,478.39,0,478.39
4/5/2013,1198.88,1198.88,0,1198.88
4/6/2013,1490.54,1490.54,0,1490.54
4/7/2013,994.47,994.47,0,994.47
4/8/2013,586.14,586.14,0,586.14
4/9/2013,857.63,857.63,0,857.63
4/10/2013,824.56,824.56,0,824.56
4/11/2013,1046.07,1046.07,0,1046.07
4/12/2013,1271.95,1271.95,0,1271.95
4/13/2013,1558.18,1558.18,0,1558.18
4/14/2013,1057.41,1057.41,0,1057.41
4/15/2013,484.32,484.32,0,484.32
4/16/2013,581.66,581.66,0,581.66
4/17/2013,757.67,757.67,0,757.67
4/18/2013,888.4,888.4,0,888.4
4/19/2013,648.41,648.41,0,648.41
4/20/2013,1636.11,1636.11,0,1636.11
4/21/2013,862.99,862.99,0,862.99
4/22/2013,387.01,387.01,0,387.01
4/23/2013,380.59,380.59,0,380.59
4/24/2013,572.56,572.56,0,572.56
4/25/2013,561.97,561.97,0,561.97
4/26/2013,1100.65,1100.65,0,1100.65
4/27/2013,1698.13,1698.13,0,1698.13
4/28/2013,613.97,613.97,0,613.97
4/29/2013,388.16,388.16,0,388.16
4/30/2013,808.56,808.56,0,808.56
5/1/2013,630.98,630.98,0,630.98
5/2/2013,766.69,766.69,0,766.69
5/3/2013,1156.2,1156.2,0,1156.2
5/4/2013,1404.9,1404.9,0,1404.9
5/5/2013,870.77,870.77,0,870.77
5/6/2013,256.19,256.19,0,256.19
5/7/2013,309.66,309.66,0,309.66
5/8/2013,393.9,393.9,0,393.9
5/9/2013,1042.52,1042.52,0,1042.52
5/10/2013,1126.17,1126.17,0,1126.17
5/11/2013,1397.22,1397.22,0,1397.22
5/12/2013,1223.74,1223.74,0,1223.74
5/13/2013,386.67,386.67,0,386.67
5/14/2013,723.55,723.55,0,723.55
5/15/2013,796.8,796.8,0,796.8
5/16/2013,837.9,837.9,0,837.9
5/17/2013,1344.45,1344.45,0,1344.45
5/18/2013,1940.56,1940.56,1,940.56
5/19/2013,923.34,923.34,0,923.34
5/20/2013,514.26,514.26,0,514.26
5/21/2013,767.87,767.87,0,767.87
5/22/2013,821.43,821.43,0,821.43
5/23/2013,848.63,848.63,0,848.63
5/24/2013,733.04,733.04,0,733.04
5/25/2013,1766.87,1766.87,0,1766.87
5/26/2013,1353.36,1353.36,0,1353.36
5/27/2013,770.57,770.57,0,770.57
5/28/2013,689.71,689.71,0,689.71
5/29/2013,815.26,815.26,0,815.26
5/30/2013,984.93,984.93,0,984.93
5/31/2013,1274.22,1274.22,0,1274.22
6/1/2013,1375.46,1375.46,0,1375.46
6/2/2013,865.19,865.19,0,865.19
6/3/2013,722.44,722.44,0,722.44
6/4/2013,719.51,719.51,0,719.51
6/5/2013,739.45,739.45,0,739.45
6/6/2013,662.06,662.06,0,662.06
6/7/2013,1030.24,1030.24,0,1030.24
6/8/2013,1533.91,1533.91,0,1533.91
6/9/2013,1219.41,1219.41,0,1219.41
6/10/2013,805.44,805.44,0,805.44
6/11/2013,825.11,825.11,0,825.11
6/12/2013,906.72,906.72,0,906.72
6/13/2013,803.19,803.19,0,803.19
6/14/2013,987.39,987.39,0,987.39
6/15/2013,1136.87,1136.87,0,1136.87
6/16/2013,1028.63,1028.63,0,1028.63
6/17/2013,609.65,609.65,0,609.65
6/18/2013,728.59,728.59,0,728.59
6/19/2013,757.42,757.42,0,757.42
6/20/2013,1127.69,1127.69,0,1127.69
6/21/2013,1165.74,1165.74,0,1165.74
6/22/2013,1801.74,1801.74,0,1801.74
6/23/2013,1576.28,1576.28,0,1576.28
6/24/2013,692.14,692.14,0,692.14
6/25/2013,957.1,957.1,0,957.1
6/26/2013,1012.26,1012.26,0,1012.26
6/27/2013,1093.54,1093.54,0,1093.54
6/28/2013,1516.14,1516.14,0,1516.14
6/29/2013,1665.06,1665.06,0,1665.06
6/30/2013,1061.01,1061.01,0,1061.01
7/1/2013,1053.41,1053.41,0,1053.41
7/2/2013,711.32,711.32,0,711.32
7/3/2013,822.18,822.18,0,822.18
7/4/2013,1525.94,1525.94,0,1525.94
7/5/2013,1438.92,1438.92,0,1438.92
7/6/2013,1841.31,1841.31,0,1841.31
7/7/2013,980.25,980.25,0,980.25
7/8/2013,876.35,876.35,0,876.35
7/9/2013,616.25,616.25,0,616.25
7/10/2013,734.4,734.4,0,734.4
7/11/2013,889.39,889.39,0,889.39
7/12/2013,1076.88,1076.88,0,1076.88
7/13/2013,1447.43,1447.43,0,1447.43
7/14/2013,1085.94,1085.94,0,1085.94
7/15/2013,824.99,824.99,0,824.99
7/16/2013,1112.33,1112.33,0,1112.33
7/17/2013,1037,1037,0,1037
7/18/2013,1049.5,1049.5,0,1049.5
7/19/2013,1106.42,1106.42,0,1106.42
7/20/2013,1463.38,1463.38,0,1463.38
7/21/2013,928.21,928.21,0,928.21
7/22/2013,588.53,588.53,0,588.53
7/23/2013,932.6,932.6,0,932.6
7/24/2013,911.12,911.12,0,911.12
7/25/2013,1015.02,1015.02,0,1015.02
7/26/2013,1494.12,1494.12,0,1494.12
7/27/2013,1512.28,1512.28,0,1512.28
7/28/2013,1172.78,1172.78,0,1172.78
7/29/2013,709.02,709.02,0,709.02
7/30/2013,852.87,852.87,0,852.87
